id,name,credits,college,prereqs
TMP 292,Managerial and Organizational Cognition,4,College of Engineering,
TMP 293,Discourse and Institutions,4,College of Engineering,
TMP 299,Independent Studies in Technology Management,10,College of Engineering,
TMP 34,Business Persuasion and Sales,4,College of Engineering,
TMP 402,Marketing,4,College of Engineering,
TMP 411,Economics of Competition in High Tech Industries,4,College of Engineering,
TMP 412,Strategy for Technology-Driven Companies,4,College of Engineering,
TMP 413,Building Brands,4,College of Engineering,
TMP 421,Finance and Accounting for Technology-Driven Companies,4,College of Engineering,
TMP 422,Data Science and Decision Making,4,College of Engineering,
TMP 423,Technology-Based Operations,4,College of Engineering,
TMP 431,Product and Market Validation,4,College of Engineering,
TMP 432,Project Management in New Product Development,4,College of Engineering,
TMP 433,Organizational Design for Continuous Innovation,4,College of Engineering,
TMP 441,Creating Value Through Human Capital,4,College of Engineering,
TMP 442,Leading Technology Teams,4,College of Engineering,
TMP 443,Building Strategic Partnerships,4,College of Engineering,
TMP 451,Opportunity Recognition Practicum,2,College of Engineering,
TMP 452A,Leadership Practicum: Business Communication,2,College of Engineering,
TMP 452B,Leadership Practicum: Team Communication,2,College of Engineering,
TMP 452C,Leadership Practicum: Managerial Communication,2,College of Engineering,
TMP 462,Product Management,4,College of Engineering,
TMP 463,Entrepreneurship,4,College of Engineering,
TMP 464,Learning to Work with Intelligent Machines,4,College of Engineering,
TMP 465,Digital Transformation,4,College of Engineering,
TMP 466,Negotiation for Technology Managers,4,College of Engineering,
TMP 489,Special Issues in Technology Commercialization,2,College of Engineering,
TMP 491,Special Topics in Technology Management,99,College of Engineering,
TMP 491A,Leading Teams,4,College of Engineering,
TMP 491B,Branding,4,College of Engineering,
TMP 491C,Special Topics in Technology Management,4,College of Engineering,
TMP 491D,Digital Transformation,4,College of Engineering,
TMP 491I,Current Issues in Technology Management,12,College of Engineering,
TMP 491IN,MTM Internship,99,College of Engineering,
TMP 491N,Negotiation,99,College of Engineering,
TMP 491P,Capstone Project,12,College of Engineering,
TMP 491PC,Professional Skills and Career Readiness,2,College of Engineering,
TMP 492,Business Communication,,College of Engineering,
TMP 493,Team Communication,,College of Engineering,
TMP 499,Field Project,4,College of Engineering,
TMP 499A,Field Project,2,College of Engineering,
TMP 499B,Field Project,2,College of Engineering,
TMP 500,Teaching Assistant Practicum,99,College of Engineering,
TMP 596,Directed Research,99,College of Engineering,
TMP 597A,Preparation for the Qualifying Exam,20,College of Engineering,
TMP 597B,Preparation for Qualifying Paper,24,College of Engineering,
TMP 599,Dissertation Preparation,99,College of Engineering,
